Pos,FirstName,Surname,Laps,Time/Retired,PTS,Country,Day,Month,Year,Event
19,Mick,Schumacher,56,+2 laps,0,Turkey,10,Oct,2021,Race result
19,Nikita,Mazepin,64,+2 laps,0,Portugal,2,May,2021,Race result
19,Nicholas,Latifi,51,+1 lap,0,70th Anniversary,9,aug.,2020,Race result
19,Pietro,Fittipaldi,53,+2 laps,0,Abu Dhabi,13,dec.,2020,Race result
19,Nicholas,Latifi,65,+5 laps,0,Hungary,19,Jul,2020,Race result
19,Romain,Grosjean,64,+2 laps,0,Spain,16,aug.,2020,Race result
19,Daniil,Kvyat,64,+2 laps,0,Portugal,25,Oct,2020,Race result
19,Robert,Kubica,67,+3 laps,0,Hungary,4,aug.,2019,Race result
19,Antonio,Giovinazzi,76,+2 laps,0,Monaco,26,May,2019,Race result
19,Carlos,Sainz,53,DNF,0,Bahrain,31,Mar,2019,Race result
19,Kevin,Magnussen,69,+2 laps,0,Austria,30,Jun,2019,Race result
19,Robert,Kubica,53,+2 laps,0,Abu Dhabi,1,dec.,2019,Race result
19,George,Russell,51,+2 laps,0,France,23,Jun,2019,Race result
19,Lance,Stroll,65,DNF,0,Brazil,17,nov.,2019,Race result
19,Charles,Leclerc,56,+82.575s,0,China,15,Apr,2018,Race result
19,Sergey,Sirotkin,59,+2 laps,0,Singapore,16,Sep,2018,Race result
19,Brendon,Hartley,70,DNF,0,Monaco,27,May,2018,Race result
19,Felipe,Nasr,52,+1 lap,0,Japan,9,Oct,2016,Race result
19,Esteban,Gutierrez,70,+1 lap,0,Mexico,30,Oct,2016,Race result
19,Rio,Haryanto,68,+2 laps,0,Canada,12,Jun,2016,Race result
19,Pascal,Wehrlein,68,+2 laps,0,Hungary,24,Jul,2016,Race result
19,Nico,Hulkenberg,64,DNF,0,Austria,3,Jul,2016,Race result
19,Jolyon,Palmer,65,+2 laps,0,Germany,31,Jul,2016,Race result
19,Romain,Grosjean,55,+1 lap,0,China,17,Apr,2016,Race result
19,Will,Stevens,50,+3 laps,0,Japan,27,Sep,2015,Race result
19,Roberto,Merhi,52,+3 laps,0,Abu Dhabi,29,nov.,2015,Race result
19,Kamui,Kobayashi,43,+1 lap,0,Japan,5,Oct,2014,Race result
19,Max,Chilton,64,+2 laps,0,Spain,11,May,2014,Race result
19,Esteban,Gutierrez,69,+2 laps,0,Austria,22,Jun,2014,Race result
19,Marcus,Ericsson,51,+2 laps,0,Italy,7,Sep,2014,Race result
19,Max,Chilton,52,+2 laps,0,China,20,Apr,2014,Race result
19,Marcus,Ericsson,51,+2 laps,0,Russia,21,Oct,2014,Race result
19,Charles,Pic,54,+1 lap,0,Abu Dhabi,3,nov.,2013,Race result
19,Jules,Bianchi,52,+1 lap,0,Italy,8,Sep,2013,Race result
19,Max,Chilton,69,+2 laps,0,Brazil,24,nov.,2013,Race result
19,Max,Chilton,52,+1 lap,0,Japan,13,Oct,2013,Race result
19,Max,Chilton,42,+2 laps,0,Belgium,25,aug.,2013,Race result
19,Jules,Bianchi,56,+1 lap,0,Bahrain,21,Apr,2013,Race result
19,Giedo,van der Garde,55,+1 lap,0,United States,17,nov.,2013,Race result
19,Romain,Grosjean,51,DNF,0,Great Britain,30,Jun,2013,Race result
19,Nico,Rosberg,64,DNF,0,Hungary,28,Jul,2013,Race result
19,Charles,Pic,60,+1 lap,0,Singapore,22,Sep,2013,Race result
19,Max,Chilton,59,+1 lap,0,Germany,7,Jul,2013,Race result
19,Daniel,Ricciardo,52,DNF,0,South Korea,6,Oct,2013,Race result
19,Max,Chilton,67,+3 laps,0,Canada,9,Jun,2013,Race result
19,Nico,Hulkenberg,54,DNF,0,India,27,Oct,2013,Race result
19,Max,Chilton,64,+2 laps,0,Spain,12,May,2013,Race result
19,Pastor,Maldonado,54,DNF,0,Malaysia,25,Mar,2012,Race result
19,Pedro,de la Rosa,63,+3 laps,0,Spain,13,May,2012,Race result
19,Timo,Glock,55,+1 lap,0,United States,18,nov.,2012,Race result
19,Timo,Glock,55,+2 laps,0,Bahrain,22,Apr,2012,Race result
19,Charles,Pic,53,+2 laps,0,South Korea,14,Oct,2012,Race result
19,Vitaly,Petrov,69,+1 lap,0,Canada,10,Jun,2012,Race result
19,Romain,Grosjean,51,DNF,0,Japan,7,Oct,2012,Race result
19,Vitaly,Petrov,57,+2 laps,0,Singapore,23,Sep,2012,Race result
19,Vitaly,Petrov,67,+2 laps,0,Hungary,29,Jul,2012,Race result
19,Charles,Pic,59,+1 lap,0,India,28,Oct,2012,Race result
19,Heikki,Kovalainen,65,+2 laps,0,Germany,22,Jul,2012,Race result
19,Timo,Glock,55,+1 lap,0,China,15,Apr,2012,Race result
19,Narain,Karthikeyan,52,+1 lap,0,Italy,9,Sep,2012,Race result
19,Paul,di Resta,68,DNF,0,Brazil,25,nov.,2012,Race result
19,Lewis,Hamilton,55,DNF,0,Europe,24,Jun,2012,Race result
19,Charles,Pic,51,+1 lap,0,Great Britain,8,Jul,2012,Race result
19,Narain,Karthikeyan,52,+1 lap,0,Italy,9,Sep,2012,Race result
19,Timo,Glock,55,+1 lap,0,United States,18,nov.,2012,Race result
19,Vitaly,Petrov,67,+2 laps,0,Hungary,29,Jul,2012,Race result
19,Timo,Glock,55,+2 laps,0,Bahrain,22,Apr,2012,Race result
19,Lewis,Hamilton,55,DNF,0,Europe,24,Jun,2012,Race result
19,Charles,Pic,53,+2 laps,0,South Korea,14,Oct,2012,Race result
19,Pedro,de la Rosa,63,+3 laps,0,Spain,13,May,2012,Race result
19,Timo,Glock,55,+1 lap,0,China,15,Apr,2012,Race result
19,Vitaly,Petrov,57,+2 laps,0,Singapore,23,Sep,2012,Race result
19,Vitaly,Petrov,69,+1 lap,0,Canada,10,Jun,2012,Race result
19,Heikki,Kovalainen,65,+2 laps,0,Germany,22,Jul,2012,Race result
19,Romain,Grosjean,51,DNF,0,Japan,7,Oct,2012,Race result
19,Pastor,Maldonado,54,DNF,0,Malaysia,25,Mar,2012,Race result
19,Charles,Pic,51,+1 lap,0,Great Britain,8,Jul,2012,Race result
19,Paul,di Resta,68,DNF,0,Brazil,25,nov.,2012,Race result
19,Charles,Pic,59,+1 lap,0,India,28,Oct,2012,Race result
19,Lucas,di Grassi,62,+4 laps,0,Spain,9,May,2010,Race result
19,Lucas,di Grassi,65,+5 laps,0,Canada,13,Jun,2010,Race result
19,Jarno,Trulli,43,+1 lap,0,Belgium,29,aug.,2010,Race result
19,Jarno,Trulli,69,+2 laps,0,Brazil,7,nov.,2010,Race result
19,Timo,Glock,55,+2 laps,0,Europe,27,Jun,2010,Race result
19,Karun,Chandhok,50,+2 laps,0,Great Britain,11,Jul,2010,Race result
19,Bruno,Senna,53,+2 laps,0,Abu Dhabi,14,nov.,2010,Race result
19,Bruno,Senna,63,+4 laps,0,Germany,25,Jul,2010,Race result
19,Sakon,Yamamoto,51,+2 laps,0,Italy,12,Sep,2010,Race result
19,Sakon,Yamamoto,66,+4 laps,0,Hungary,1,aug.,2010,Race result
19,Lucas,di Grassi,55,+3 laps,0,Turkey,30,May,2010,Race result
19,Nick,Heidfeld,56,+1 lap,0,Bahrain,26,Apr,2009,Race result
19,Adrian,Sutil,69,+1 lap,0,France,22,Jun,2008,Race result
19,Adrian,Sutil,55,+2 laps,0,Bahrain,6,Apr,2008,Race result
19,Adrian,Sutil,51,+2 laps,0,Italy,14,Sep,2008,Race result
19,Adrian,Sutil,52,+1 lap,0,Italy,9,Sep,2007,Race result
19,Sebastian,Vettel,57,+1 lap,0,Turkey,26,aug.,2007,Race result
19,Christijan,Albers,70,DNF,0,Monaco,27,May,2007,Race result
18,Mick,Schumacher,69,+3 laps,0,Netherlands,5,Sep,2021,Race result
18,Kimi,Räikkönen,1,+36.054s,0,Belgium,29,aug.,2021,Race result
18,Mick,Schumacher,64,+2 laps,0,Spain,9,May,2021,Race result
18,Nicholas,Latifi,64,+2 laps,0,Portugal,2,May,2021,Race result
18,Nikita,Mazepin,51,+2 laps,0,Russia,26,Sep,2021,Race result
18,Mick,Schumacher,69,+2 laps,0,Austria,4,Jul,2021,Race result
18,Nicholas,Latifi,52,+1 lap,0,France,20,Jun,2021,Race result
18,Mick,Schumacher,51,+1 lap,0,Great Britain,18,Jul,2021,Race result
18,Nicholas,Latifi,51,DNF,0,Bahrain,28,Mar,2021,Race result
18,Nikita,Mazepin,68,+3 laps,0,Styria,27,Jun,2021,Race result
18,Max,Verstappen,45,DNF,0,Azerbaijan,6,Jun,2021,Race result
18,Sebastian,Vettel,57,+1 lap,0,Turkey,10,Oct,2021,Race result
18,Mick,Schumacher,75,+3 laps,0,Monaco,23,May,2021,Race result
18,George,Russell,69,+1 lap,0,Hungary,19,Jul,2020,Race result
18,Kevin,Magnussen,54,+1 lap,0,Abu Dhabi,13,dec.,2020,Race result
18,George,Russell,52,+1 lap,0,Russia,27,Sep,2020,Race result
18,George,Russell,51,+1 lap,0,70th Anniversary,9,aug.,2020,Race result
18,Nicholas,Latifi,64,+2 laps,0,Portugal,25,Oct,2020,Race result
18,Sergio,Perez,53,DNF,0,Bahrain,29,nov.,2020,Race result
18,Nicholas,Latifi,64,+2 laps,0,Spain,16,aug.,2020,Race result
18,Robert,Kubica,65,+1 lap,0,Spain,12,May,2019,Race result
18,Daniel,Ricciardo,53,DNF,0,Bahrain,31,Mar,2019,Race result
18,Robert,Kubica,67,+3 laps,0,Canada,9,Jun,2019,Race result
18,Antonio,Giovinazzi,42,DNF,0,Belgium,1,Sep,2019,Race result
18,Pierre,Gasly,53,+2 laps,0,Abu Dhabi,1,dec.,2019,Race result
18,George,Russell,69,+2 laps,0,Austria,30,Jun,2019,Race result
18,Kevin,Magnussen,52,DNF,0,United States,3,nov.,2019,Race result
18,Charles,Leclerc,65,DNF,0,Brazil,17,nov.,2019,Race result
18,Antonio,Giovinazzi,68,+2 laps,0,Hungary,4,aug.,2019,Race result
18,Robert,Kubica,69,+2 laps,0,Mexico,27,Oct,2019,Race result
18,Robert,Kubica,77,+1 lap,0,Monaco,26,May,2019,Race result
18,Lando,Norris,50,DNF,0,China,14,Apr,2019,Race result
18,Robert,Kubica,51,+2 laps,0,France,23,Jun,2019,Race result
18,Charles,Leclerc,70,DNF,0,Monaco,27,May,2018,Race result
18,Pierre,Gasly,56,+66.330s,0,China,15,Apr,2018,Race result
18,Kevin,Magnussen,59,+2 laps,0,Singapore,16,Sep,2018,Race result
18,Lance,Stroll,69,+2 laps,0,Brazil,11,nov.,2018,Race result
18,Sergey,Sirotkin,51,+2 laps,0,Russia,30,Sep,2018,Race result
18,Marcus,Ericsson,49,DNF,0,Italy,3,Sep,2017,Race result
18,Lance,Stroll,54,+1 lap,0,Abu Dhabi,26,nov.,2017,Race result
18,Marcus,Ericsson,54,+2 laps,0,Malaysia,1,Oct,2017,Race result
18,Esteban,Ocon,54,+2 laps,0,United States,23,Oct,2016,Race result
18,Pascal,Wehrlein,55,+1 lap,0,China,17,Apr,2016,Race result
18,Felipe,Nasr,68,+2 laps,0,Canada,12,Jun,2016,Race result
18,Esteban,Ocon,51,+2 laps,0,Italy,4,Sep,2016,Race result
18,Marcus,Ericsson,65,+2 laps,0,Germany,31,Jul,2016,Race result
18,Rio,Haryanto,49,+2 laps,0,Europe,19,Jun,2016,Race result
18,Jenson,Button,52,+1 lap,0,Japan,9,Oct,2016,Race result
18,Fernando,Alonso,64,DNF,0,Austria,3,Jul,2016,Race result
18,Felipe,Massa,68,+2 laps,0,Hungary,24,Jul,2016,Race result
18,Esteban,Ocon,59,+2 laps,0,Singapore,18,Sep,2016,Race result
18,Pascal,Wehrlein,51,+2 laps,0,Russia,1,May,2016,Race result
18,Daniil,Kvyat,70,+1 lap,0,Mexico,30,Oct,2016,Race result
18,Alexander,Rossi,67,+4 laps,0,Brazil,15,nov.,2015,Race result
18,Will,Stevens,53,+2 laps,0,Abu Dhabi,29,nov.,2015,Race result
18,Alexander,Rossi,51,+2 laps,0,Japan,27,Sep,2015,Race result
18,Fernando,Alonso,47,DNF,0,Italy,6,Sep,2015,Race result
18,Roberto,Merhi,62,+4 laps,0,Spain,10,May,2015,Race result
18,Marcus,Ericsson,69,+2 laps,0,Austria,22,Jun,2014,Race result
18,Jules,Bianchi,64,+2 laps,0,Spain,11,May,2014,Race result
18,Pastor,Maldonado,52,+1 lap,0,Russia,21,Oct,2014,Race result
18,Jules,Bianchi,39,DNF,0,Belgium,24,aug.,2014,Race result
18,Kamui,Kobayashi,53,+1 lap,0,China,20,Apr,2014,Race result
18,Jules,Bianchi,52,+1 lap,0,Italy,7,Sep,2014,Race result
18,Max,Chilton,43,+1 lap,0,Japan,5,Oct,2014,Race result
18,Marcus,Ericsson,65,+2 laps,0,Germany,20,Jul,2014,Race result
18,Giedo,van der Garde,55,+1 lap,0,China,14,Apr,2013,Race result
18,Daniel,Ricciardo,51,DNF,0,Malaysia,24,Mar,2013,Race result
18,Giedo,van der Garde,54,+1 lap,0,Abu Dhabi,3,nov.,2013,Race result
18,Giedo,van der Garde,59,+1 lap,0,Germany,7,Jul,2013,Race result
18,Charles,Pic,67,+3 laps,0,Canada,9,Jun,2013,Race result
18,Giedo,van der Garde,56,+2 laps,0,Australia,17,Mar,2013,Race result
18,Jules,Bianchi,64,+2 laps,0,Spain,12,May,2013,Race result
18,Jules,Bianchi,60,+1 lap,0,Singapore,22,Sep,2013,Race result
18,Charles,Pic,52,+1 lap,0,Japan,13,Oct,2013,Race result
18,Jules,Bianchi,43,+1 lap,0,Belgium,25,aug.,2013,Race result
18,Giedo,van der Garde,69,+2 laps,0,Brazil,24,nov.,2013,Race result
18,Jean-Eric,Vergne,53,DNF,0,South Korea,6,Oct,2013,Race result
18,Giedo,van der Garde,52,+1 lap,0,Italy,8,Sep,2013,Race result
18,Jules,Bianchi,58,+2 laps,0,India,27,Oct,2013,Race result
18,Paul,di Resta,66,DNF,0,Hungary,28,Jul,2013,Race result
18,Esteban,Gutierrez,56,+1 lap,0,Bahrain,21,Apr,2013,Race result
18,Giedo,van der Garde,52,+67.759s,0,Great Britain,30,Jun,2013,Race result
18,Jules,Bianchi,55,+1 lap,0,United States,17,nov.,2013,Race result
18,Pedro,de la Rosa,52,+1 lap,0,Japan,7,Oct,2012,Race result
18,Romain,Grosjean,66,+1 lap,0,Germany,22,Jul,2012,Race result
18,Heikki,Kovalainen,55,+1 lap,0,United States,18,nov.,2012,Race result
18,Jenson,Button,55,DNF,0,Bahrain,22,Apr,2012,Race result
18,Heikki,Kovalainen,69,+1 lap,0,Canada,10,Jun,2012,Race result
18,Kamui,Kobayashi,67,DNF,0,Hungary,29,Jul,2012,Race result
18,Timo,Glock,54,+1 lap,0,South Korea,14,Oct,2012,Race result
18,Timo,Glock,51,+1 lap,0,Great Britain,8,Jul,2012,Race result
18,Pedro,de la Rosa,52,+1 lap,0,Italy,9,Sep,2012,Race result
18,Heikki,Kovalainen,59,+1 lap,0,India,28,Oct,2012,Race result
18,Vitaly,Petrov,55,+1 lap,0,China,15,Apr,2012,Race result
18,Heikki,Kovalainen,55,+1 lap,0,Malaysia,25,Mar,2012,Race result
18,Timo,Glock,64,+2 laps,0,Spain,13,May,2012,Race result
18,Pedro,de la Rosa,43,+1 lap,0,Belgium,2,Sep,2012,Race result
18,Narain,Karthikeyan,69,+2 laps,0,Brazil,25,nov.,2012,Race result
18,Bruno,Senna,57,DNF,0,Singapore,23,Sep,2012,Race result
18,Narain,Karthikeyan,56,+1 lap,0,Europe,24,Jun,2012,Race result
18,Romain,Grosjean,66,+1 lap,0,Germany,22,Jul,2012,Race result
18,Heikki,Kovalainen,55,+1 lap,0,United States,18,nov.,2012,Race result
18,Pedro,de la Rosa,52,+1 lap,0,Italy,9,Sep,2012,Race result
18,Timo,Glock,64,+2 laps,0,Spain,13,May,2012,Race result
18,Narain,Karthikeyan,56,+1 lap,0,Europe,24,Jun,2012,Race result
18,Pedro,de la Rosa,52,+1 lap,0,Japan,7,Oct,2012,Race result
18,Jenson,Button,55,DNF,0,Bahrain,22,Apr,2012,Race result
18,Narain,Karthikeyan,69,+2 laps,0,Brazil,25,nov.,2012,Race result
18,Bruno,Senna,57,DNF,0,Singapore,23,Sep,2012,Race result
18,Heikki,Kovalainen,69,+1 lap,0,Canada,10,Jun,2012,Race result
18,Pedro,de la Rosa,43,+1 lap,0,Belgium,2,Sep,2012,Race result
18,Timo,Glock,51,+1 lap,0,Great Britain,8,Jul,2012,Race result
18,Timo,Glock,54,+1 lap,0,South Korea,14,Oct,2012,Race result
18,Heikki,Kovalainen,59,+1 lap,0,India,28,Oct,2012,Race result
18,Vitaly,Petrov,55,+1 lap,0,China,15,Apr,2012,Race result
18,Heikki,Kovalainen,55,+1 lap,0,Malaysia,25,Mar,2012,Race result
18,Kamui,Kobayashi,67,DNF,0,Hungary,29,Jul,2012,Race result
18,Karun,Chandhok,66,+4 laps,0,Canada,13,Jun,2010,Race result
18,Karun,Chandhok,55,+2 laps,0,Europe,27,Jun,2010,Race result
18,Timo,Glock,64,+3 laps,0,Germany,25,Jul,2010,Race result
18,Timo,Glock,63,+3 laps,0,Spain,9,May,2010,Race result
18,Timo,Glock,43,+1 lap,0,Belgium,29,aug.,2010,Race result
18,Heikki,Kovalainen,51,+2 laps,0,Italy,12,Sep,2010,Race result
18,Lucas,di Grassi,66,+4 laps,0,Hungary,1,aug.,2010,Race result
18,Timo,Glock,55,+3 laps,0,Turkey,30,May,2010,Race result
18,Lucas,di Grassi,53,+2 laps,0,Abu Dhabi,14,nov.,2010,Race result
18,Heikki,Kovalainen,69,+2 laps,0,Brazil,7,nov.,2010,Race result
18,Timo,Glock,50,+2 laps,0,Great Britain,11,Jul,2010,Race result
18,Giancarlo,Fisichella,29,DNF,0,Malaysia,5,Apr,2009,Race result
18,Romain,Grosjean,54,+1 lap,0,Abu Dhabi,1,nov.,2009,Race result
18,Robert,Kubica,56,+1 lap,0,Bahrain,26,Apr,2009,Race result
18,Sebastien,Buemi,59,+1 lap,0,Great Britain,21,Jun,2009,Race result
18,Sebastien,Bourdais,57,+1 lap,0,Turkey,7,Jun,2009,Race result
18,Lewis,Hamilton,59,+1 lap,0,Germany,12,Jul,2009,Race result
18,Kazuki,Nakajima,54,DNF,0,Europe,23,aug.,2009,Race result
18,Giancarlo,Fisichella,69,+2 laps,0,Brazil,2,nov.,2008,Race result
18,David,Coulthard,56,+1 lap,0,Bahrain,6,Apr,2008,Race result
18,Sebastien,Bourdais,52,+1 lap,0,Italy,14,Sep,2008,Race result
18,Sebastien,Bourdais,67,+3 laps,0,Hungary,3,aug.,2008,Race result
18,Kimi,Räikkönen,42,DNF,0,Belgium,7,Sep,2008,Race result
18,Giancarlo,Fisichella,69,+1 lap,0,France,22,Jun,2008,Race result
18,Robert,Kubica,55,+1 lap,0,Malaysia,8,Apr,2007,Race result
18,Takuma,Sato,57,+1 lap,0,Turkey,26,aug.,2007,Race result
18,Sebastian,Vettel,52,+1 lap,0,Italy,9,Sep,2007,Race result
18,Anthony,Davidson,76,+2 laps,0,Monaco,27,May,2007,Race result
18,Rubens,Barrichello,68,+2 laps,0,Hungary,5,aug.,2007,Race result
18,Scott,Speed,48,DNF,0,Japan,8,Oct,2006,Race result
18,Takuma,Sato,53,+4 laps,0,Bahrain,12,Mar,2006,Race result
18,Franck,Montagny,57,+3 laps,0,Great Britain,11,Jun,2006,Race result
17,Nikita,Mazepin,54,+2 laps,0,United States,24,Oct,2021,Race result
17,Kimi,Räikkönen,52,+1 lap,0,France,20,Jun,2021,Race result
17,Nicholas,Latifi,57,+1 lap,0,Turkey,10,Oct,2021,Race result
17,Nikita,Mazepin,51,+1 lap,0,Great Britain,18,Jul,2021,Race result
17,Nikita,Mazepin,61,+2 laps,0,Emilia Romagna,18,Apr,2021,Race result
17,George,Russell,48,DNF,0,Azerbaijan,6,Jun,2021,Race result
17,Yuki,Tsunoda,52,+1 lap,0,Russia,26,Sep,2021,Race result
17,Pierre,Gasly,52,DNF,0,Bahrain,28,Mar,2021,Race result
17,George,Russell,69,DNF,0,Netherlands,5,Sep,2021,Race result
17,Fernando,Alonso,65,+1 lap,0,Spain,9,May,2021,Race result
17,Nicholas,Latifi,68,+3 laps,0,Styria,27,Jun,2021,Race result
17,Nikita,Mazepin,75,+3 laps,0,Monaco,23,May,2021,Race result
17,Mick,Schumacher,64,+2 laps,0,Portugal,2,May,2021,Race result
17,Nikita,Mazepin,1,+31.993s,0,Belgium,29,aug.,2021,Race result
17,Sebastian,Vettel,69,DNF,0,Austria,4,Jul,2021,Race result
17,Romain,Grosjean,52,+1 lap,0,Russia,27,Sep,2020,Race result
17,Antonio,Giovinazzi,51,+1 lap,0,70th Anniversary,9,aug.,2020,Race result
17,Nicholas,Latifi,69,+2 laps,0,Styria,12,Jul,2020,Race result
17,Kevin,Magnussen,56,+1 lap,0,Bahrain,29,nov.,2020,Race result
17,Romain,Grosjean,65,+1 lap,0,Portugal,25,Oct,2020,Race result
17,Kevin,Magnussen,44,+85.540s,0,Belgium,30,aug.,2020,Race result
17,Kimi,Räikkönen,51,+1 lap,0,Great Britain,2,aug.,2020,Race result
17,Pietro,Fittipaldi,87,+36.858s,0,Sakhir,6,dec.,2020,Race result
17,George,Russell,65,+1 lap,0,Spain,16,aug.,2020,Race result
17,Nicholas,Latifi,54,+1 lap,0,Abu Dhabi,13,dec.,2020,Race result
17,Antonio,Giovinazzi,69,+1 lap,0,Hungary,19,Jul,2020,Race result
17,Kevin,Magnussen,55,DNF,0,Turkey,15,nov.,2020,Race result
17,Daniil,Kvyat,70,+1 lap,0,Austria,30,Jun,2019,Race result
17,Kevin,Magnussen,52,+1 lap,0,France,23,Jun,2019,Race result
17,Kevin,Magnussen,68,+2 laps,0,Canada,9,Jun,2019,Race result
17,Romain,Grosjean,69,+2 laps,0,Mexico,27,Oct,2019,Race result
17,Kevin,Magnussen,61,+86.522s,0,Singapore,22,Sep,2019,Race result
17,Robert,Kubica,43,+1 lap,0,Belgium,1,Sep,2019,Race result
17,Nico,Hulkenberg,53,DNF,0,Bahrain,31,Mar,2019,Race result
17,Robert,Kubica,54,+2 laps,0,China,14,Apr,2019,Race result
17,Robert,Kubica,50,+2 laps,0,Japan,13,Oct,2019,Race result
17,Robert,Kubica,55,+3 laps,0,Australia,17,Mar,2019,Race result
17,George,Russell,54,+2 laps,0,United States,3,nov.,2019,Race result
17,George,Russell,65,+1 lap,0,Spain,12,May,2019,Race result
17,Lance,Stroll,68,+2 laps,0,Hungary,4,aug.,2019,Race result
17,George,Russell,54,+1 lap,0,Abu Dhabi,1,dec.,2019,Race result
17,Kimi,Räikkönen,77,+1 lap,0,Monaco,26,May,2019,Race result
17,Robert,Kubica,51,+2 laps,0,Italy,8,Sep,2019,Race result
17,Sergio,Perez,51,+1 lap,0,Great Britain,14,Jul,2019,Race result
17,Sebastian,Vettel,65,DNF,0,Brazil,17,nov.,2019,Race result
17,Carlos,Sainz,51,+2 laps,0,Russia,30,Sep,2018,Race result
17,Lance,Stroll,52,+1 lap,0,Japan,7,Oct,2018,Race result
17,Fernando,Alonso,69,+2 laps,0,Brazil,11,nov.,2018,Race result
17,Romain,Grosjean,56,+65.296s,0,China,15,Apr,2018,Race result
17,Lance,Stroll,48,DNF,0,France,24,Jun,2018,Race result
17,Lance,Stroll,76,+2 laps,0,Monaco,27,May,2018,Race result
17,Lance,Stroll,68,+2 laps,0,Hungary,29,Jul,2018,Race result
17,Sergey,Sirotkin,66,+2 laps,0,Canada,10,Jun,2018,Race result
17,Brendon,Hartley,60,+1 lap,0,Singapore,16,Sep,2018,Race result
17,Brendon,Hartley,56,+1 lap,0,Bahrain,8,Apr,2018,Race result
17,Pascal,Wehrlein,50,+1 lap,0,Great Britain,16,Jul,2017,Race result
17,Fernando,Alonso,50,DNF,0,Italy,3,Sep,2017,Race result
17,Pascal,Wehrlein,55,+1 lap,0,Malaysia,1,Oct,2017,Race result
17,Nico,Hulkenberg,67,DNF,0,Hungary,30,Jul,2017,Race result
17,Sergio,Perez,42,DNF,0,Belgium,27,aug.,2017,Race result
17,Marcus,Ericsson,54,+1 lap,0,Abu Dhabi,26,nov.,2017,Race result
17,Jolyon,Palmer,54,+1 lap,0,Abu Dhabi,27,nov.,2016,Race result
17,Carlos,Sainz,52,+1 lap,0,Japan,9,Oct,2016,Race result
17,Kevin,Magnussen,55,+1 lap,0,China,17,Apr,2016,Race result
17,Marcus,Ericsson,50,+1 lap,0,Europe,19,Jun,2016,Race result
17,Felipe,Nasr,69,+1 lap,0,Hungary,24,Jul,2016,Race result
17,Pascal,Wehrlein,65,+2 laps,0,Germany,31,Jul,2016,Race result
17,Marcus,Ericsson,60,+1 lap,0,Singapore,18,Sep,2016,Race result
17,Pascal,Wehrlein,55,+1 lap,0,United States,23,Oct,2016,Race result
17,Rio,Haryanto,65,+1 lap,0,Spain,15,May,2016,Race result
17,Kevin,Magnussen,49,DNF,0,Great Britain,10,Jul,2016,Race result
17,Felipe,Nasr,43,+1 lap,0,Belgium,28,aug.,2016,Race result
17,Rio,Haryanto,56,+1 lap,0,Bahrain,3,Apr,2016,Race result
17,Kevin,Magnussen,70,+1 lap,0,Mexico,30,Oct,2016,Race result
17,Sergio,Perez,69,DNF,0,Austria,3,Jul,2016,Race result
17,Pascal,Wehrlein,68,+2 laps,0,Canada,12,Jun,2016,Race result
17,Esteban,Gutierrez,52,+1 lap,0,Russia,1,May,2016,Race result
17,Kevin,Magnussen,52,+1 lap,0,Italy,4,Sep,2016,Race result
17,Will,Stevens,76,+2 laps,0,Monaco,24,May,2015,Race result
17,Will,Stevens,63,+3 laps,0,Spain,10,May,2015,Race result
17,Felipe,Massa,51,+2 laps,0,Japan,27,Sep,2015,Race result
17,Max,Verstappen,52,DNF,0,China,12,Apr,2015,Race result
17,Will,Stevens,66,+4 laps,0,Canada,7,Jun,2015,Race result
17,Will,Stevens,67,+4 laps,0,Brazil,15,nov.,2015,Race result
17,Fernando,Alonso,53,+2 laps,0,Abu Dhabi,29,nov.,2015,Race result
17,Roberto,Merhi,54,+3 laps,0,Bahrain,19,Apr,2015,Race result
17,Nico,Rosberg,50,DNF,0,Italy,6,Sep,2015,Race result
17,Max,Chilton,65,+2 laps,0,Germany,20,Jul,2014,Race result
17,Adrian,Sutil,65,+1 lap,0,Spain,11,May,2014,Race result
17,Pastor,Maldonado,49,DNF,0,Great Britain,6,Jul,2014,Race result
17,Romain,Grosjean,52,+1 lap,0,Russia,21,Oct,2014,Race result
17,Max,Chilton,59,+1 lap,0,Singapore,21,Sep,2014,Race result
17,Kamui,Kobayashi,52,+1 lap,0,Italy,7,Sep,2014,Race result
17,Will,Stevens,54,+1 lap,0,Abu Dhabi,23,nov.,2014,Race result
17,Romain,Grosjean,63,DNF,0,Brazil,9,nov.,2014,Race result
17,Marcus,Ericsson,43,+1 lap,0,Belgium,24,aug.,2014,Race result
17,Jenson,Button,55,DNF,0,Bahrain,6,Apr,2014,Race result
17,Jules,Bianchi,53,+1 lap,0,China,20,Apr,2014,Race result
17,Marcus,Ericsson,43,+1 lap,0,Japan,5,Oct,2014,Race result
17,Max,Chilton,69,+2 laps,0,Austria,22,Jun,2014,Race result
17,Valtteri,Bottas,52,+1 lap,0,Japan,13,Oct,2013,Race result
17,Charles,Pic,59,+1 lap,0,Germany,7,Jul,2013,Race result
17,Max,Chilton,52,+67.660s,0,Great Britain,30,Jun,2013,Race result
17,Jules,Bianchi,68,+2 laps,0,Canada,9,Jun,2013,Race result
17,Max,Chilton,56,+2 laps,0,Australia,17,Mar,2013,Race result
17,Charles,Pic,56,+1 lap,0,Bahrain,21,Apr,2013,Race result
17,Max,Chilton,67,+3 laps,0,Hungary,28,Jul,2013,Race result
17,Max,Chilton,55,+72.898s,0,South Korea,6,Oct,2013,Race result
