Pos,FirstName,Surname,Laps,Time/Retired,PTS,Country,Day,Month,Year,Event
9,Sergio,Perez,55,+1 lap,2,China,9,Apr,2017,Race result
9,Romain,Grosjean,53,+89.883s,2,Japan,8,Oct,2017,Race result
9,Fernando,Alonso,51,+59.551s,2,Azerbaijan,25,Jun,2017,Race result
9,Felipe,Massa,55,+1 lap,2,Malaysia,1,Oct,2017,Race result
9,Felipe,Massa,55,+1 lap,2,United States,22,Oct,2017,Race result
9,Daniil,Kvyat,56,+1 lap,2,Australia,26,Mar,2017,Race result
9,Nico,Hulkenberg,57,+80.188s,2,Bahrain,16,Apr,2017,Race result
9,Felipe,Massa,51,+1 lap,2,Russia,30,Apr,2017,Race result
9,Lewis,Hamilton,70,+1 lap,2,Mexico,29,Oct,2017,Race result
9,Sergio,Perez,53,+75.276s,2,Italy,3,Sep,2017,Race result
9,Romain,Grosjean,58,+43.282s,2,Singapore,17,Sep,2017,Race result
9,Esteban,Ocon,44,+38.154s,2,Belgium,27,aug.,2017,Race result
9,Sergio,Perez,71,+69.500s,2,Brazil,12,nov.,2017,Race result
9,Felipe,Massa,78,+19.445s,2,Monaco,28,May,2017,Race result
9,Valtteri,Bottas,56,+1 lap,2,Bahrain,3,Apr,2016,Race result
9,Nico,Hulkenberg,51,+77.708s,2,Europe,19,Jun,2016,Race result
9,Jenson,Button,56,+81.816s,2,Malaysia,2,Oct,2016,Race result
9,Jenson,Button,77,+1 lap,2,Monaco,29,May,2016,Race result
9,Felipe,Nasr,71,+42.620s,2,Brazil,13,nov.,2016,Race result
9,Valtteri,Bottas,70,+1 lap,2,Austria,3,Jul,2016,Race result
9,Jenson,Button,55,+1 lap,2,United States,23,Oct,2016,Race result
9,Daniil,Kvyat,61,+111.557s,2,Singapore,18,Sep,2016,Race result
9,Felipe,Massa,53,+97.763s,2,Japan,9,Oct,2016,Race result
9,Carlos,Sainz,69,+1 lap,2,Canada,12,Jun,2016,Race result
9,Felipe,Massa,71,+76.206s,2,Mexico,30,Oct,2016,Race result
9,Jenson,Button,65,+1 lap,2,Spain,15,May,2016,Race result
9,Kimi,Räikkönen,44,+61.109s,2,Belgium,28,aug.,2016,Race result
9,Carlos,Sainz,56,+84.127s,2,China,17,Apr,2016,Race result
9,Felipe,Massa,53,+65.617s,2,Italy,4,Sep,2016,Race result
9,Felipe,Massa,55,+59.436s,2,Abu Dhabi,27,nov.,2016,Race result
9,Sergio,Perez,52,+1 lap,2,Russia,1,May,2016,Race result
9,Valtteri,Bottas,69,+1 lap,2,Hungary,24,Jul,2016,Race result
9,Sebastian,Vettel,52,+91.654s,2,Great Britain,10,Jul,2016,Race result
9,Valtteri,Bottas,66,+1 lap,2,Germany,31,Jul,2016,Race result
9,Carlos,Sainz,57,+75.680s,2,Australia,20,Mar,2016,Race result
9,Carlos,Sainz,61,+52.860s,2,Singapore,20,Sep,2015,Race result
9,Valtteri,Bottas,43,+61.040s,2,Belgium,23,aug.,2015,Race result
9,Sergio,Perez,70,+1 lap,2,Austria,21,Jun,2015,Race result
9,Daniil,Kvyat,56,+1 lap,2,Bahrain,19,Apr,2015,Race result
9,Sergio,Perez,51,+1 lap,2,Great Britain,5,Jul,2015,Race result
9,Daniil,Kvyat,55,+1 lap,2,Malaysia,29,Mar,2015,Race result
9,Carlos,Sainz,65,+1 lap,2,Spain,10,May,2015,Race result
9,Marcus,Ericsson,52,+1 lap,2,Italy,6,Sep,2015,Race result
9,Daniel,Ricciardo,56,+32.117s,2,China,12,Apr,2015,Race result
9,Felipe,Nasr,56,+40.257s,2,United States,25,Oct,2015,Race result
9,Jenson,Button,69,+67.028s,2,Hungary,26,Jul,2015,Race result
9,Daniil,Kvyat,69,+1 lap,2,Canada,7,Jun,2015,Race result
9,Carlos,Sainz,57,+1 lap,2,Australia,15,Mar,2015,Race result
9,Felipe,Nasr,78,+23.626s,2,Monaco,24,May,2015,Race result
9,Max,Verstappen,53,+95.315s,2,Japan,27,Sep,2015,Race result
9,Max,Verstappen,70,+1 lap,2,Brazil,15,nov.,2015,Race result
9,Max,Verstappen,71,+35.229s,2,Mexico,1,nov.,2015,Race result
9,Romain,Grosjean,55,+98.201s,2,Abu Dhabi,29,nov.,2015,Race result
9,Jenson,Button,53,+79.467s,2,Russia,11,Oct,2015,Race result
9,Kimi,Räikkönen,53,+78.877s,2,Russia,21,Oct,2014,Race result
9,Daniil,Kvyat,44,+65.347s,2,Belgium,24,aug.,2014,Race result
9,Sergio,Perez,54,+82.647s,2,China,20,Apr,2014,Race result
9,Nico,Hulkenberg,71,+44.137s,2,Austria,22,Jun,2014,Race result
9,Sergio,Perez,65,+1 lap,2,Spain,11,May,2014,Race result
9,Kevin,Magnussen,71,+70.085s,2,Brazil,9,nov.,2014,Race result
9,Kevin,Magnussen,66,+1 lap,2,Germany,20,Jul,2014,Race result
9,Kevin,Magnussen,55,+1 lap,2,Malaysia,30,Mar,2014,Race result
9,Pastor,Maldonado,56,+107.870s,2,United States,2,nov.,2014,Race result
9,Jean-Eric,Vergne,70,+58.527s,2,Hungary,27,Jul,2014,Race result
9,Kimi,Räikkönen,53,+63.535s,2,Italy,7,Sep,2014,Race result
9,Kevin,Magnussen,70,+29.254s,2,Canada,8,Jun,2014,Race result
9,Jean-Eric,Vergne,44,+127.638s,2,Japan,5,Oct,2014,Race result
9,Daniil,Kvyat,57,+63.585s,2,Australia,16,Mar,2014,Race result
9,Jules,Bianchi,77,+1 lap,2,Monaco,25,May,2014,Race result
9,Fernando,Alonso,55,+85.813s,4,Abu Dhabi,23,nov.,2014,Race result
9,Fernando,Alonso,57,+32.595s,2,Bahrain,6,Apr,2014,Race result
9,Daniil,Kvyat,52,+89.340s,2,Great Britain,6,Jul,2014,Race result
9,Nico,Hulkenberg,60,+61.661s,2,Singapore,21,Sep,2014,Race result
9,Nico,Rosberg,57,+41.126s,2,Bahrain,21,Apr,2013,Race result
9,Adrian,Sutil,60,+74.734s,2,India,27,Oct,2013,Race result
9,Sergio,Perez,56,+72.357s,2,Malaysia,24,Mar,2013,Race result
9,Kimi,Räikkönen,69,+1 lap,2,Canada,9,Jun,2013,Race result
9,Adrian,Sutil,44,+69.547s,2,Belgium,25,aug.,2013,Race result
9,Nico,Rosberg,60,+46.821s,2,Germany,7,Jul,2013,Race result
9,Nico,Rosberg,56,+59.141s,2,United States,17,nov.,2013,Race result
9,Paul,di Resta,78,+27.608s,2,Monaco,26,May,2013,Race result
9,Paul,di Resta,52,+17.943s,2,Great Britain,30,Jun,2013,Race result
9,Lewis,Hamilton,53,+33.527s,2,Italy,8,Sep,2013,Race result
9,Nico,Hulkenberg,61,+84.261s,2,Singapore,22,Sep,2013,Race result
9,Romain,Grosjean,56,+53.423s,2,China,14,Apr,2013,Race result
9,Sergio,Perez,55,+91.198s,2,Abu Dhabi,3,nov.,2013,Race result
9,Sergio,Perez,69,+1 lap,2,Hungary,28,Jul,2013,Race result
9,Jenson,Button,53,+80.821s,2,Japan,13,Oct,2013,Race result
9,Lewis,Hamilton,71,+72.903s,2,Brazil,24,nov.,2013,Race result
9,Jenson,Button,58,+81.630s,2,Australia,17,Mar,2013,Race result
9,Sergio,Perez,66,+81.738s,2,Spain,12,May,2013,Race result
9,Felipe,Massa,55,+34.390s,2,South Korea,6,Oct,2013,Race result
9,Daniel,Ricciardo,44,+62.982s,2,Belgium,2,Sep,2012,Race result
9,Kamui,Kobayashi,70,+24.432s,2,Canada,10,Jun,2012,Race result
9,Nico,Hulkenberg,56,+47.892s,2,Malaysia,25,Mar,2012,Race result
9,Daniel,Ricciardo,59,+45.820s,2,Singapore,23,Sep,2012,Race result
9,Kimi,Räikkönen,78,+44.036s,2,Monaco,27,May,2012,Race result
9,Paul,di Resta,55,+24.160s,2,Abu Dhabi,4,nov.,2012,Race result
9,Jenson,Button,66,+85.246s,2,Spain,13,May,2012,Race result
9,Daniel,Ricciardo,58,+39.556s,2,Australia,18,Mar,2012,Race result
9,Daniel,Ricciardo,55,+71.787s,2,South Korea,14,Oct,2012,Race result
9,Felipe,Massa,57,+64.999s,2,Bahrain,22,Apr,2012,Race result
9,Sergio,Perez,57,+27.777s,2,Europe,24,Jun,2012,Race result
9,Kamui,Kobayashi,53,+43.898s,2,Italy,9,Sep,2012,Race result
9,Pastor,Maldonado,56,+74.525s,2,United States,18,nov.,2012,Race result
9,Fernando,Alonso,56,+37.256s,2,China,15,Apr,2012,Race result
9,Felipe,Massa,69,+38.350s,2,Hungary,29,Jul,2012,Race result
9,Nico,Hulkenberg,67,+48.162s,2,Germany,22,Jul,2012,Race result
9,Romain,Grosjean,60,+56.103s,2,India,28,Oct,2012,Race result
9,Bruno,Senna,52,+43.347s,2,Great Britain,8,Jul,2012,Race result
9,Mark,Webber,53,+54.675s,2,Japan,7,Oct,2012,Race result
9,Kamui,Kobayashi,71,+31.250s,2,Brazil,25,nov.,2012,Race result
9,Mark,Webber,53,+54.675s,2,Japan,7,Oct,2012,Race result
9,Kamui,Kobayashi,70,+24.432s,2,Canada,10,Jun,2012,Race result
9,Pastor,Maldonado,56,+74.525s,2,United States,18,nov.,2012,Race result
9,Kamui,Kobayashi,53,+43.898s,2,Italy,9,Sep,2012,Race result
9,Daniel,Ricciardo,44,+62.982s,2,Belgium,2,Sep,2012,Race result
9,Nico,Hulkenberg,67,+48.162s,2,Germany,22,Jul,2012,Race result
9,Fernando,Alonso,56,+37.256s,2,China,15,Apr,2012,Race result
9,Sergio,Perez,57,+27.777s,2,Europe,24,Jun,2012,Race result
9,Felipe,Massa,57,+64.999s,2,Bahrain,22,Apr,2012,Race result
9,Felipe,Massa,69,+38.350s,2,Hungary,29,Jul,2012,Race result
9,Kimi,Räikkönen,78,+44.036s,2,Monaco,27,May,2012,Race result
9,Daniel,Ricciardo,55,+71.787s,2,South Korea,14,Oct,2012,Race result
9,Daniel,Ricciardo,59,+45.820s,2,Singapore,23,Sep,2012,Race result
9,Romain,Grosjean,60,+56.103s,2,India,28,Oct,2012,Race result
9,Nico,Hulkenberg,56,+47.892s,2,Malaysia,25,Mar,2012,Race result
9,Jenson,Button,66,+85.246s,2,Spain,13,May,2012,Race result
9,Kamui,Kobayashi,71,+31.250s,2,Brazil,25,nov.,2012,Race result
9,Paul,di Resta,55,+24.160s,2,Abu Dhabi,4,nov.,2012,Race result
9,Bruno,Senna,52,+43.347s,2,Great Britain,8,Jul,2012,Race result
9,Daniel,Ricciardo,58,+39.556s,2,Australia,18,Mar,2012,Race result
9,Jaime,Alguersuari,55,+50.201s,2,Abu Dhabi,14,nov.,2010,Race result
9,Nick,Heidfeld,55,+80.107s,2,South Korea,24,Oct,2010,Race result
9,Rubens,Barrichello,65,+1 lap,2,Spain,9,May,2010,Race result
9,Vitantonio,Liuzzi,49,+53.008s,2,Bahrain,14,Mar,2010,Race result
9,Kamui,Kobayashi,69,+1 lap,2,Hungary,1,aug.,2010,Race result
9,Vitantonio,Liuzzi,78,+7.305s,2,Monaco,16,May,2010,Race result
9,Mark,Webber,58,+67.319s,2,Australia,28,Mar,2010,Race result
9,Rubens,Barrichello,53,+70.846s,2,Japan,10,Oct,2010,Race result
9,Adrian,Sutil,61,+132.416s,2,Singapore,26,Sep,2010,Race result
9,Michael,Schumacher,52,+41.599s,2,Great Britain,11,Jul,2010,Race result
9,Jaime,Alguersuari,56,+70.602s,2,Malaysia,4,Apr,2010,Race result
9,Adrian,Sutil,58,+49.029s,2,Turkey,30,May,2010,Race result
9,Vitaly,Petrov,44,+23.851s,2,Belgium,29,aug.,2010,Race result
9,Sebastien,Buemi,57,+36.299s,2,Europe,27,Jun,2010,Race result
9,Vitantonio,Liuzzi,69,+1 lap,2,Canada,13,Jun,2010,Race result
9,Michael,Schumacher,53,+44.948s,2,Italy,12,Sep,2010,Race result
9,Robert,Kubica,70,+1 lap,2,Brazil,7,nov.,2010,Race result
9,Felipe,Massa,56,+57.796s,2,China,18,Apr,2010,Race result
9,Michael,Schumacher,66,+1 lap,2,Germany,25,Jul,2010,Race result
9,Giancarlo,Fisichella,53,+86.856s,0,Italy,13,Sep,2009,Race result
9,Mark,Webber,44,+36.959s,0,Belgium,30,aug.,2009,Race result
9,Nico,Rosberg,55,+45.941s,0,Abu Dhabi,1,nov.,2009,Race result
9,Felipe,Massa,31,+76.932s,0,Malaysia,5,Apr,2009,Race result
9,Robert,Kubica,53,+11.777s,0,Japan,4,Oct,2009,Race result
9,Lewis,Hamilton,65,+1 lap,0,Spain,10,May,2009,Race result
9,Fernando,Alonso,56,+84.309s,0,China,19,Apr,2009,Race result
9,Kazuki,Nakajima,61,+56.054s,0,Singapore,27,Sep,2009,Race result
9,Kazuki,Nakajima,70,+68.774s,0,Hungary,26,Jul,2009,Race result
9,Kamui,Kobayashi,71,+63.324s,0,Brazil,18,Oct,2009,Race result
9,Nico,Rosberg,57,+58.198s,0,Bahrain,26,Apr,2009,Race result
9,Giancarlo,Fisichella,78,+65.040s,0,Monaco,24,May,2009,Race result
9,Timo,Glock,60,+61.457s,0,Germany,12,Jul,2009,Race result
9,Mark,Webber,57,+44.910s,0,Europe,23,aug.,2009,Race result
9,Adrian,Sutil,58,+6.335s,0,Australia,29,Mar,2009,Race result
9,Kimi,Räikkönen,58,+50.246s,0,Turkey,7,Jun,2009,Race result
9,Timo,Glock,60,+69.823s,0,Great Britain,21,Jun,2009,Race result
9,Timo,Glock,44,+67.045s,0,Belgium,7,Sep,2008,Race result
9,Nick,Heidfeld,66,+63.073s,0,Spain,27,Apr,2008,Race result
9,Nick,Heidfeld,67,+54.120s,0,Japan,12,Oct,2008,Race result
9,David,Coulthard,56,+76.220s,0,Malaysia,23,Mar,2008,Race result
9,Mark,Webber,70,+58.834s,0,Hungary,3,aug.,2008,Race result
9,Sebastian,Vettel,56,+64.339s,0,China,19,Oct,2008,Race result
9,Nico,Rosberg,59,+1 lap,0,Great Britain,6,Jul,2008,Race result
9,Jenson,Button,61,+19.885s,0,Singapore,28,Sep,2008,Race result
9,Heikki,Kovalainen,70,+54.433s,0,Canada,8,Jun,2008,Race result
9,Nick,Heidfeld,57,+82.177s,0,Europe,24,aug.,2008,Race result
9,David,Coulthard,58,+75.270s,0,Turkey,11,May,2008,Race result
9,Mark,Webber,71,+79.666s,0,Brazil,2,nov.,2008,Race result
9,Kimi,Räikkönen,76,+33.792s,0,Monaco,25,May,2008,Race result
9,David,Coulthard,70,+51.072s,0,France,22,Jun,2008,Race result
9,Kimi,Räikkönen,53,+39.468s,0,Italy,14,Sep,2008,Race result
9,Timo,Glock,57,+69.500s,0,Bahrain,6,Apr,2008,Race result
9,Jarno,Trulli,67,+37.199s,0,Germany,20,Jul,2008,Race result
9,Mark,Webber,70,+76.331s,0,Hungary,5,aug.,2007,Race result
9,Giancarlo,Fisichella,58,+59.491s,0,Turkey,26,aug.,2007,Race result
9,Giancarlo,Fisichella,72,+1 lap,0,United States,17,Jun,2007,Race result
9,Robert,Kubica,44,+85.661s,0,Belgium,16,Sep,2007,Race result
9,Rubens,Barrichello,58,+1 lap,0,Great Britain,8,Jul,2007,Race result
9,Vitantonio,Liuzzi,67,+80.622s,0,Japan,30,Sep,2007,Race result
9,Mark,Webber,53,+75.879s,0,Italy,9,Sep,2007,Race result
9,Lewis,Hamilton,59,+1 lap,0,Europe,22,Jul,2007,Race result
9,Heikki,Kovalainen,56,+81.186s,0,China,7,Oct,2007,Race result
9,Nico,Rosberg,70,+68.505s,0,France,1,Jul,2007,Race result
9,Giancarlo,Fisichella,64,+1 lap,0,Spain,13,May,2007,Race result
9,David,Coulthard,70,+1 lap,0,Brazil,21,Oct,2007,Race result
9,Jarno,Trulli,57,+1 lap,0,Australia,18,Mar,2007,Race result
9,Alexander,Wurz,56,+89.924s,0,Malaysia,8,Apr,2007,Race result
9,Heikki,Kovalainen,57,+89.411s,0,Bahrain,15,Apr,2007,Race result
9,Mark,Webber,70,+22.960s,0,Canada,10,Jun,2007,Race result
9,Scott,Speed,77,+1 lap,0,Monaco,27,May,2007,Race result
9,Scott,Speed,57,+78.817s,0,Australia,2,Apr,2006,Race result
9,Tiago,Monteiro,67,+3 laps,0,Hungary,6,aug.,2006,Race result
9,Mark,Webber,65,+1 lap,0,Spain,14,May,2006,Race result
9,Ralf,Schumacher,67,+60.351s,0,Germany,30,Jul,2006,Race result
9,David,Coulthard,69,+1 lap,0,France,16,Jul,2006,Race result
9,Robert,Kubica,71,+67.642s,0,Brazil,22,Oct,2006,Race result
9,Nico,Rosberg,60,+79.008s,0,Great Britain,11,Jun,2006,Race result
9,Felipe,Massa,77,+1 lap,0,Monaco,28,May,2006,Race result
9,Nico,Rosberg,72,+1 lap,0,United States,2,Jul,2006,Race result
9,Felipe,Massa,57,+69.907s,0,Bahrain,12,Mar,2006,Race result
9,Ralf,Schumacher,62,+45.511s,0,San Marino,23,Apr,2006,Race result
9,Felipe,Massa,53,+45.955s,0,Italy,10,Sep,2006,Race result
9,Robert,Kubica,53,+76.932s,0,Japan,8,Oct,2006,Race result
9,Jenson,Button,69,+1 lap,0,Canada,25,Jun,2006,Race result
9,Jarno,Trulli,59,+1 lap,0,Europe,7,May,2006,Race result
9,Jarno,Trulli,57,+1 lap,0,Turkey,27,aug.,2006,Race result
9,David,Coulthard,56,+103.796s,0,China,1,Oct,2006,Race result
9,Jarno,Trulli,55,+1 lap,0,Malaysia,19,Mar,2006,Race result
8,Fernando,Alonso,53,+17.201s,4,Italy,12,Sep,2021,Race result
8,Lance,Stroll,52,+74.289s,4,Great Britain,18,Jul,2021,Race result
8,Fernando,Alonso,53,+77.695s,4,France,20,Jun,2021,Race result
8,Lance,Stroll,63,+56.909s,4,Emilia Romagna,18,Apr,2021,Race result
8,George,Russell,70,+79.094s,4,Hungary,1,aug.,2021,Race result
8,Kimi,Räikkönen,53,+88.955s,4,Russia,26,Sep,2021,Race result
8,Carlos,Sainz,58,+51.526s,4,Turkey,10,Oct,2021,Race result
8,Lance,Stroll,77,+1 lap,4,Monaco,23,May,2021,Race result
8,Lando,Norris,56,+84.395s,4,United States,24,Oct,2021,Race result
8,Carlos,Sainz,51,+7.709s,4,Azerbaijan,6,Jun,2021,Race result
8,Lando,Norris,65,+1 lap,4,Spain,9,May,2021,Race result
8,Fernando,Alonso,66,+64.808s,4,Portugal,2,May,2021,Race result
8,Lance,Stroll,70,+1 lap,4,Styria,27,Jun,2021,Race result
8,Carlos,Sainz,56,+67.100s,4,Bahrain,28,Mar,2021,Race result
8,Charles,Leclerc,71,+61.195s,4,Austria,4,Jul,2021,Race result
8,Charles,Leclerc,1,+12.608s,2,Belgium,29,aug.,2021,Race result
8,Sergio,Perez,71,+1 lap,4,Netherlands,5,Sep,2021,Race result
8,Daniel,Ricciardo,69,+1 lap,4,Hungary,19,Jul,2020,Race result
8,Esteban,Ocon,53,+18.691s,4,Italy,6,Sep,2020,Race result
8,Alexander,Albon,52,+32.670s,4,Great Britain,2,aug.,2020,Race result
8,Nico,Hulkenberg,60,+32.596s,4,Eifel,11,Oct,2020,Race result
8,Lando,Norris,58,+61.259s,5,Turkey,15,nov.,2020,Race result
8,Alexander,Albon,65,+1 lap,4,Spain,16,aug.,2020,Race result
8,Charles,Leclerc,59,+28.345s,4,Tuscany,13,Sep,2020,Race result
8,Valtteri,Bottas,57,+19.680s,4,Bahrain,29,nov.,2020,Race result
8,Esteban,Ocon,52,+64.773s,4,70th Anniversary,9,aug.,2020,Race result
8,Lando,Norris,63,+21.131s,4,Emilia Romagna,1,nov.,2020,Race result
8,Pierre,Gasly,44,+47.371s,4,Belgium,30,aug.,2020,Race result
8,Pierre,Gasly,55,+89.718s,4,Abu Dhabi,13,dec.,2020,Race result
8,Valtteri,Bottas,87,+15.389s,4,Sakhir,6,dec.,2020,Race result
8,Daniil,Kvyat,53,+68.740s,4,Russia,27,Sep,2020,Race result
8,Esteban,Ocon,65,+1 lap,4,Portugal,25,Oct,2020,Race result
8,Daniel,Ricciardo,71,+62.591s,4,Styria,12,Jul,2020,Race result
8,Esteban,Ocon,71,+17.456s,4,Austria,5,Jul,2020,Race result
8,Lando,Norris,71,+11.204s,4,Brazil,17,nov.,2019,Race result
8,Pierre,Gasly,61,+15.547s,4,Singapore,22,Sep,2019,Race result
8,Nico,Hulkenberg,44,+106.639s,4,Belgium,1,Sep,2019,Race result
8,Valtteri,Bottas,69,+1 lap,4,Hungary,4,aug.,2019,Race result
8,Lando,Norris,51,+100.268s,4,Azerbaijan,28,Apr,2019,Race result
8,Alexander,Albon,78,+55.200s,4,Monaco,26,May,2019,Race result
8,Kimi,Räikkönen,52,+65.540s,4,Great Britain,14,Jul,2019,Race result
8,Kimi,Räikkönen,57,+1 lap,4,Australia,17,Mar,2019,Race result
8,Kevin,Magnussen,64,+18.765s,4,Germany,28,Jul,2019,Race result
8,Lando,Norris,53,+57.749s,4,Russia,29,Sep,2019,Race result
8,Lando,Norris,54,+1 lap,4,Abu Dhabi,1,dec.,2019,Race result
8,Daniel,Ricciardo,71,+74.924s,4,Mexico,27,Oct,2019,Race result
8,Sergio,Perez,55,+1 lap,4,China,14,Apr,2019,Race result
8,Carlos,Sainz,55,+1 lap,4,United States,3,nov.,2019,Race result
8,Sergio,Perez,51,+1 lap,4,Japan,13,Oct,2019,Race result
8,Carlos,Sainz,66,+32.342s,4,Spain,12,May,2019,Race result
8,Nico,Hulkenberg,52,+1 lap,4,France,23,Jun,2019,Race result
8,Pierre,Gasly,69,+1 lap,4,Canada,9,Jun,2019,Race result
8,Max,Verstappen,53,+74.492s,4,Italy,8,Sep,2019,Race result
8,Carlos,Sainz,70,+1 lap,4,Austria,30,Jun,2019,Race result
8,Pierre,Gasly,57,+58.094s,4,Bahrain,31,Mar,2019,Race result
8,Fernando,Alonso,52,+31.115s,4,Great Britain,8,Jul,2018,Race result
8,Sergio,Perez,55,+91.275s,4,Abu Dhabi,25,nov.,2018,Race result
8,Kevin,Magnussen,52,+1 lap,4,Russia,30,Sep,2018,Race result
8,Carlos,Sainz,67,+1 lap,4,Canada,10,Jun,2018,Race result
8,Carlos,Sainz,53,+87.184s,4,France,24,Jun,2018,Race result
8,Valtteri,Bottas,58,+34.339s,4,Australia,25,Mar,2018,Race result
8,Nico,Hulkenberg,78,+24.839s,4,Monaco,27,May,2018,Race result
8,Sebastian,Vettel,56,+35.286s,4,China,15,Apr,2018,Race result
8,Lance,Stroll,51,+12.546s,4,Azerbaijan,29,Apr,2018,Race result
8,Romain,Grosjean,71,+51.230s,4,Brazil,11,nov.,2018,Race result
8,Kevin,Magnussen,44,+87.639s,4,Belgium,26,aug.,2018,Race result
8,Romain,Grosjean,53,+87.198s,4,Japan,7,Oct,2018,Race result
8,Stoffel,Vandoorne,56,+1 lap,4,Bahrain,8,Apr,2018,Race result
8,Carlos,Sainz,53,+78.140s,4,Italy,2,Sep,2018,Race result
8,Sergio,Perez,56,+101.080s,4,United States,21,Oct,2018,Race result
8,Fernando,Alonso,70,+1 lap,4,Austria,1,Jul,2018,Race result
8,Fernando,Alonso,69,+1 lap,4,Hungary,29,Jul,2018,Race result
8,Fernando,Alonso,65,+1 lap,4,Spain,13,May,2018,Race result
8,Esteban,Ocon,67,+31.750s,4,Germany,22,Jul,2018,Race result
8,Carlos,Sainz,60,+1 lap,4,Singapore,16,Sep,2018,Race result
8,Stoffel,Vandoorne,69,+2 laps,4,Mexico,28,Oct,2018,Race result
8,Kevin,Magnussen,55,+1 lap,4,China,9,Apr,2017,Race result
8,Lance,Stroll,55,+1 lap,4,Malaysia,1,Oct,2017,Race result
8,Nico,Hulkenberg,52,+96.188s,4,Russia,30,Apr,2017,Race result
8,Sergio,Perez,69,+1 lap,4,Hungary,30,Jul,2017,Race result
8,Felipe,Massa,53,+74.834s,4,Italy,3,Sep,2017,Race result
8,Kevin,Magnussen,70,+1 lap,4,Mexico,29,Oct,2017,Race result
8,Esteban,Ocon,55,+98.911s,4,Abu Dhabi,26,nov.,2017,Race result
8,Romain,Grosjean,78,+18.150s,4,Monaco,28,May,2017,Race result
8,Nico,Hulkenberg,70,+60.374s,4,Canada,11,Jun,2017,Race result
8,Lance,Stroll,58,+41.696s,4,Singapore,17,Sep,2017,Race result
8,Carlos,Sainz,51,+49.400s,4,Azerbaijan,25,Jun,2017,Race result
8,Carlos,Sainz,56,+1 lap,4,Australia,26,Mar,2017,Race result
8,Esteban,Ocon,50,+1 lap,4,Great Britain,16,Jul,2017,Race result
8,Fernando,Alonso,71,+69.363s,4,Brazil,12,nov.,2017,Race result
8,Esteban,Ocon,70,+1 lap,4,Austria,9,Jul,2017,Race result
8,Kevin,Magnussen,53,+88.953s,4,Japan,8,Oct,2017,Race result
8,Pascal,Wehrlein,65,+1 lap,4,Spain,14,May,2017,Race result
8,Felipe,Massa,44,+36.649s,4,Belgium,27,aug.,2017,Race result
8,Sergio,Perez,55,+1 lap,4,United States,22,Oct,2017,Race result
8,Romain,Grosjean,57,+74.865s,4,Bahrain,16,Apr,2017,Race result
8,Daniel,Ricciardo,71,+30.486s,4,Brazil,13,nov.,2016,Race result
8,Carlos,Sainz,71,+47.400s,4,Austria,3,Jul,2016,Race result
8,Carlos,Sainz,77,+1 lap,4,Monaco,29,May,2016,Race result
8,Sergio,Perez,53,+64.954s,4,Italy,4,Sep,2016,Race result
8,Max,Verstappen,56,+79.268s,4,China,17,Apr,2016,Race result
8,Valtteri,Bottas,57,+75.153s,4,Australia,20,Mar,2016,Race result
8,Felipe,Massa,56,+1 lap,4,Bahrain,3,Apr,2016,Race result
8,Jenson,Button,66,+1 lap,4,Germany,31,Jul,2016,Race result
8,Sergio,Perez,55,+1 lap,4,United States,23,Oct,2016,Race result
8,Sergio,Perez,61,+111.062s,4,Singapore,18,Sep,2016,Race result
8,Felipe,Massa,66,+80.707s,4,Spain,15,May,2016,Race result
8,Valtteri,Bottas,44,+60.151s,4,Belgium,28,aug.,2016,Race result
8,Nico,Hulkenberg,53,+59.177s,4,Japan,9,Oct,2016,Race result
8,Romain,Grosjean,52,+1 lap,4,Russia,1,May,2016,Race result
8,Carlos,Sainz,52,+85.858s,4,Great Britain,10,Jul,2016,Race result
8,Nico,Hulkenberg,56,+74.062s,4,Malaysia,2,Oct,2016,Race result
8,Max,Verstappen,51,+70.696s,4,Europe,19,Jun,2016,Race result
8,Sergio,Perez,55,+58.776s,4,Abu Dhabi,27,nov.,2016,Race result
8,Carlos,Sainz,69,+1 lap,4,Hungary,24,Jul,2016,Race result
8,Valtteri,Bottas,71,+65.612s,4,Mexico,30,Oct,2016,Race result
8,Nico,Hulkenberg,69,+1 lap,4,Canada,12,Jun,2016,Race result
8,Felipe,Massa,55,+97.751s,4,Abu Dhabi,29,nov.,2015,Race result
8,Max,Verstappen,43,+56.076s,4,Belgium,23,aug.,2015,Race result
8,Kimi,Räikkönen,53,+72.358s,4,Russia,11,Oct,2015,Race result
8,Max,Verstappen,61,+51.450s,4,Singapore,20,Sep,2015,Race result
8,Romain,Grosjean,70,+1 lap,4,Brazil,15,nov.,2015,Race result
8,Sergio,Perez,71,+34.343s,4,Mexico,1,nov.,2015,Race result
8,Carlos,Sainz,55,+1 lap,4,Malaysia,29,Mar,2015,Race result
8,Felipe,Nasr,56,+22.625s,4,China,12,Apr,2015,Race result
8,Jenson,Button,78,+16.063s,4,Monaco,24,May,2015,Race result
8,Kimi,Räikkönen,51,+1 lap,4,Great Britain,5,Jul,2015,Race result
8,Pastor,Maldonado,53,+73.575s,4,Japan,27,Sep,2015,Race result
8,Pastor,Maldonado,56,+32.273s,4,United States,25,Oct,2015,Race result
8,Romain,Grosjean,65,+1 lap,4,Spain,10,May,2015,Race result
8,Marcus,Ericsson,57,+1 lap,4,Australia,15,Mar,2015,Race result
8,Nico,Rosberg,69,+58.876s,4,Hungary,26,Jul,2015,Race result
